Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,455.11111111111114,455.11111111111114,0,0,.,x,x,.
0,455.11111111111114,477.8666666666667,22.75555555555553,0.5,3/4,.,1,1,0
F♯5,477.8666666666667,1501.8666666666668,1024.0,0.5,3/4,x,1,1,0
F♯5,1501.8666666666668,1524.6222222222223,22.755555555555475,1.5,3/4,x,1,2,0
C♯5,1524.6222222222223,1592.8888888888887,68.26666666666642,0.5,3/4,x,1,2,0
A4,1592.8888888888887,1934.2222222222224,341.3333333333337,0.5,3/4,x,1,2,0
C♯5,1934.2222222222224,1956.9777777777776,22.755555555555247,0.5,3/4,x,1,2,0
F♯4,1956.9777777777776,2139.0222222222224,182.0444444444447,0.5,3/4,x,1,3,0
A4,2139.0222222222224,2298.311111111111,159.28888888888878,0.5,3/4,x,1,3,0
C♯5,2298.311111111111,2457.6,159.28888888888878,0.5,3/4,x,1,3,0
F♯5,2457.6,2616.888888888889,159.28888888888923,0.5,3/4,x,1,3,0
A5,2616.888888888889,2753.4222222222224,136.5333333333333,0.5,3/4,x,1,3,0
F♯5,2753.4222222222224,2935.4666666666667,182.04444444444425,0.5,3/4,x,1,3,0
B4,2935.4666666666667,3094.7555555555555,159.28888888888878,0.5,3/4,x,1,4,0
D5,3094.7555555555555,3231.288888888889,136.5333333333333,0.5,3/4,x,1,4,0
F♯5,3231.288888888889,3367.822222222222,136.5333333333333,0.5,3/4,x,1,4,0
B5,3367.822222222222,3618.133333333333,250.31111111111113,0.5,3/4,x,1,4,0
D6,3618.133333333333,3663.6444444444446,45.511111111111404,0.5,3/4,x,1,4,0
B5,3663.6444444444446,3822.9333333333334,159.28888888888878,0.5,3/4,x,1,4,0
E♯4,3822.9333333333334,3982.222222222222,159.28888888888878,0.5,3/4,x,1,5,0
G♯4,3982.222222222222,4255.288888888889,273.06666666666706,0.5,3/4,x,1,5,0
C♯5,4255.288888888889,4300.8,45.51111111111095,0.5,3/4,x,1,5,0
E♯5,4300.8,4437.333333333333,136.53333333333285,0.5,3/4,x,1,5,0
G♯5,4437.333333333333,4642.133333333333,204.80000000000018,0.5,3/4,x,1,5,0
B4,4642.133333333333,4778.666666666667,136.53333333333376,0.5,3/4,x,1,5,0
A4,4778.666666666667,4937.955555555556,159.28888888888923,0.5,3/4,x,1,6,0
F♯5,4937.955555555556,5142.7555555555555,204.79999999999927,0.5,3/4,x,1,6,0
G♯4,5142.7555555555555,5279.288888888889,136.53333333333376,0.5,3/4,x,1,6,0
F♯5,5279.288888888889,5620.622222222222,341.33333333333303,0.5,3/4,x,1,6,0
C♯5,5620.622222222222,5643.377777777778,22.755555555555475,0.5,3/4,x,1,6,0
E♯5,5643.377777777778,5870.933333333333,227.55555555555566,0.5,3/4,x,1,6,0
F♯4,5870.933333333333,6553.6,682.666666666667,1.0,3/4,x,1,7,0
0,6553.6,6826.666666666667,273.0666666666666,0.5,3/4,.,1,7,0
A5,6826.666666666667,7076.977777777777,250.31111111111022,0.5,3/4,x,1,7,0
G♯5,7076.977777777777,7236.266666666666,159.28888888888923,0.5,3/4,x,1,7,0
F♯5,7236.266666666666,7418.311111111111,182.0444444444447,0.5,3/4,x,1,7,0
E5,7418.311111111111,7554.844444444444,136.53333333333285,0.5,3/4,x,1,8,0
G♯4,7554.844444444444,7736.88888888889,182.04444444444562,0.5,3/4,x,1,8,0
A4,7736.88888888889,7918.933333333333,182.0444444444438,0.5,3/4,x,1,8,0
E5,7918.933333333333,8055.466666666666,136.53333333333285,0.5,3/4,x,1,8,0
F♯5,8055.466666666666,8328.533333333333,273.0666666666666,0.5,3/4,x,1,8,0
C♯5,8328.533333333333,8351.288888888888,22.755555555555475,0.5,3/4,x,1,8,0
D5,8351.288888888888,8533.333333333334,182.04444444444562,0.5,3/4,x,1,9,0
F♯4,8533.333333333334,8692.622222222222,159.28888888888832,0.5,3/4,x,1,9,0
G♯4,8692.622222222222,9011.2,318.57777777777846,0.5,3/4,x,1,9,0
D5,9011.2,9033.955555555556,22.755555555555475,0.5,3/4,x,1,9,0
E5,9033.955555555556,9193.244444444445,159.28888888888832,0.5,3/4,x,1,9,0
D5,9193.244444444445,9534.577777777777,341.3333333333321,0.5,3/4,x,1,9,0
C♯5,9534.577777777777,9944.177777777779,409.6000000000022,1.0,3/4,x,1,10,0
0,9944.177777777779,10194.488888888889,250.31111111111022,0.5,3/4,.,1,10,0
C♯5,10194.488888888889,10308.266666666666,113.77777777777737,0.5,3/4,x,1,10,0
B4,10308.266666666666,10467.555555555557,159.28888888889014,0.5,3/4,x,1,10,0
A4,10467.555555555557,10626.844444444445,159.28888888888832,0.5,3/4,x,1,10,0
B4,10626.844444444445,10808.888888888889,182.0444444444438,0.5,3/4,x,1,11,0
D♯5,10808.888888888889,10922.666666666666,113.77777777777737,0.5,3/4,x,1,11,0
E5,10922.666666666666,11150.222222222223,227.55555555555657,0.5,3/4,x,1,11,0
G♯5,11150.222222222223,11264.0,113.77777777777737,0.5,3/4,x,1,11,0
C♯5,11264.0,11423.288888888888,159.28888888888832,0.5,3/4,x,1,11,0
B4,11423.288888888888,11582.577777777777,159.28888888888832,0.5,3/4,x,1,11,0
A4,11582.577777777777,11764.622222222222,182.04444444444562,0.5,3/4,x,1,12,0
E5,11764.622222222222,11923.911111111112,159.28888888889014,0.5,3/4,x,1,12,0
D♯5,11923.911111111112,12083.199999999999,159.2888888888865,0.5,3/4,x,1,12,0
F♯5,12083.199999999999,12265.244444444445,182.04444444444562,0.5,3/4,x,1,12,0
B4,12265.244444444445,12447.288888888888,182.0444444444438,0.5,3/4,x,1,12,0
A4,12447.288888888888,12674.844444444445,227.55555555555657,0.5,3/4,x,1,12,0
G♯4,12674.844444444445,13220.977777777778,546.1333333333332,1.0,3/4,x,1,13,0
0,13220.977777777778,13403.022222222224,182.04444444444562,0.5,3/4,.,1,13,0
E5,13403.022222222224,13721.6,318.57777777777665,0.5,3/4,u,1,13,0
C♯5,13721.6,13744.355555555556,22.755555555555475,0.5,3/4,u,1,13,0
E5,13744.355555555556,13971.911111111112,227.55555555555657,0.5,3/4,u,1,13,0
F♯5,13971.911111111112,14222.22222222222,250.3111111111084,0.5,3/4,u,1,14,0
A4,14222.22222222222,14381.511111111111,159.28888888889014,0.5,3/4,t,1,14,0
D4,14381.511111111111,14631.822222222223,250.31111111111204,0.5,3/4,b,1,14,0
C♯5,14631.822222222223,14791.111111111111,159.28888888888832,0.5,3/4,m,1,14,0
B4,14791.111111111111,14995.91111111111,204.79999999999927,0.5,3/4,m,1,14,0
